article_batch_name,article_number,article_filename,article_sha256,article_text_length,tua_group_uuid,tua_group_name,tua_batch_uuid,tua_batch_name,tua_batch_final,source_task_uuid,tua_uuid,namespace,topic_name,case_number,answer_uuid,extra,highlight_count,start_pos,end_pos,target_text
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,777e3dd4-5d42-45ad-9529-86a7020cd924,Covid_Languagev1.1.IAA,8ffa4169-61d3-4426-bffd-278fd31be337,Consensus generated at 2020-04-02T172950,True,fccc2c8e-9be9-4e9f-8bf7-b298fd326cdc,0b900a5c-10d4-4b8f-85f7-b7aa067dcf34,Covid_Languagev1.1,01.02.04,1,de0fd3bb-5b55-41b7-81a4-f0daad69ba69,"{""contrib_count"": 2, ""answer_text_list"": []}",0,0,0,
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,777e3dd4-5d42-45ad-9529-86a7020cd924,Covid_Languagev1.1.IAA,8ffa4169-61d3-4426-bffd-278fd31be337,Consensus generated at 2020-04-02T172950,True,fccc2c8e-9be9-4e9f-8bf7-b298fd326cdc,b703e09f-dfd7-4e83-89f3-713be6084bae,Covid_Languagev1.1,01.01.11,1,ce7dd8c8-bb22-4b03-ad52-ec8db244a7cf,"{""contrib_count"": 2, ""answer_text_list"": []}",1,1275,1284,combative
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,777e3dd4-5d42-45ad-9529-86a7020cd924,Covid_Languagev1.1.IAA,8ffa4169-61d3-4426-bffd-278fd31be337,Consensus generated at 2020-04-02T172950,True,fccc2c8e-9be9-4e9f-8bf7-b298fd326cdc,e272feb3-e1b4-4d6a-822f-4bf3d7abdaf5,Covid_Languagev1.1,01.01.01,1,492f4aa4-d54c-46b2-8bc7-1e9676b607e9,"{""contrib_count"": 2, ""answer_text_list"": []}",1,387,399,war of words
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,777e3dd4-5d42-45ad-9529-86a7020cd924,Covid_Languagev1.1.IAA,8ffa4169-61d3-4426-bffd-278fd31be337,Consensus generated at 2020-04-02T172950,True,fccc2c8e-9be9-4e9f-8bf7-b298fd326cdc,28de047d-e84e-479e-8e8d-02eae1fe3410,Covid_Languagev1.1,01.12.01,1,1199a2a4-c9c4-4e74-a4c6-a43535f5b7aa,"{""contrib_count"": 3, ""answer_text_list"": []}",0,0,0,
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,777e3dd4-5d42-45ad-9529-86a7020cd924,Covid_Languagev1.1.IAA,8ffa4169-61d3-4426-bffd-278fd31be337,Consensus generated at 2020-04-02T172950,True,849998f9-bf3e-4d3a-a834-da809e74ca2d,e70029ab-af50-4fa1-bcdc-ac6ab0491534,Covid_Languagev1.1,01.01.02,1,8a1d3be8-2887-4f4c-8347-493c0f2493c2,"{""contrib_count"": 2, ""answer_text_list"": []}",1,1565,1600,No one will be ready for a pandemic
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,777e3dd4-5d42-45ad-9529-86a7020cd924,Covid_Languagev1.1.IAA,8ffa4169-61d3-4426-bffd-278fd31be337,Consensus generated at 2020-04-02T172950,True,849998f9-bf3e-4d3a-a834-da809e74ca2d,49ecdbb4-fe37-436d-a592-d084eba7e99b,Covid_Languagev1.1,01.12.01,1,1199a2a4-c9c4-4e74-a4c6-a43535f5b7aa,"{""contrib_count"": 3, ""answer_text_list"": []}",0,0,0,
CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,777e3dd4-5d42-45ad-9529-86a7020cd924,Covid_Languagev1.1.IAA,8ffa4169-61d3-4426-bffd-278fd31be337,Consensus generated at 2020-04-02T172950,True,44032133-a9cd-4baa-a10d-2aab5cbf6372,646f7b67-edc0-4598-a1a0-3c7ea90faeeb,Covid_Languagev1.1,01.12.01,1,1199a2a4-c9c4-4e74-a4c6-a43535f5b7aa,"{""contrib_count"": 3, ""answer_text_list"": []}",0,0,0,
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,777e3dd4-5d42-45ad-9529-86a7020cd924,Covid_Languagev1.1.IAA,8ffa4169-61d3-4426-bffd-278fd31be337,Consensus generated at 2020-04-02T172950,True,06a60a10-cf7d-4d58-b57d-b99fa3e9cd40,d9184b06-fdd8-4f00-86da-e5523ec8324b,Covid_Languagev1.1,01.12.02,1,22b1fe9e-bf91-41dc-a40c-b7fbe649d6f9,"{""contrib_count"": 2, ""answer_text_list"": []}",0,0,0,
CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,777e3dd4-5d42-45ad-9529-86a7020cd924,Covid_Languagev1.1.IAA,8ffa4169-61d3-4426-bffd-278fd31be337,Consensus generated at 2020-04-02T172950,True,377e7638-d1b1-4f2c-ad56-f02be2bb2de5,e11f79e6-5335-45cd-a85a-ef49b69996e1,Covid_Languagev1.1,01.12.01,1,1199a2a4-c9c4-4e74-a4c6-a43535f5b7aa,"{""contrib_count"": 3, ""answer_text_list"": []}",0,0,0,
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,777e3dd4-5d42-45ad-9529-86a7020cd924,Covid_Languagev1.1.IAA,8ffa4169-61d3-4426-bffd-278fd31be337,Consensus generated at 2020-04-02T172950,True,cbe5ccd4-d275-4025-b44e-f4a99b49b298,4946f5e5-5112-4e4f-818d-8ed29347ebb2,Covid_Languagev1.1,01.01.12,1,956d8df7-aaae-49b2-b908-283f441aa2fd,"{""contrib_count"": 2, ""answer_text_list"": []}",1,418,431,was voiced by
