article_batch_name,article_number,article_filename,article_sha256,article_text_length,tua_group_uuid,tua_group_name,tua_batch_uuid,tua_batch_name,tua_batch_final,source_task_uuid,tua_uuid,namespace,topic_name,case_number,answer_uuid,extra,highlight_count,start_pos,end_pos,target_text
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/breitbart/GlobalBacklashForcesChineseCityTo.txt,530712343,GlobalBacklashForcesChineseCityTo.txt,b155609c33b8e7839719d972b360958982e9da2c1f051ad21c2bf23311de8ea0,4154,2c1312c7-1810-4801-bcd3-8b7c20fc02ba,DDI_Dekai_Evidence.IAA,1972b077-5062-4b2e-be99-3dec1c0f0a97,Requested external consensus for source task 95bd08d2-84db-4a59-9dcb-25d5389c9b22 at 2022-06-05T194849,True,95bd08d2-84db-4a59-9dcb-25d5389c9b22,cad9df96-f0e5-47f8-a880-ffc3cfaa3461,Evidence2022_01_27,7ac7c321,0,7ac7c321-7974-4c44-aef2-782e909f7c0f,"{""tua_uuid"": ""e31d9873-ad0b-4f46-a52a-c476abcd64c4"", ""answer_text_list"": [""No""], ""agreement_score"": 0.8571428571428571}",0,0,0,
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/breitbart/GlobalBacklashForcesChineseCityTo.txt,530712343,GlobalBacklashForcesChineseCityTo.txt,b155609c33b8e7839719d972b360958982e9da2c1f051ad21c2bf23311de8ea0,4154,2c1312c7-1810-4801-bcd3-8b7c20fc02ba,DDI_Dekai_Evidence.IAA,1972b077-5062-4b2e-be99-3dec1c0f0a97,Requested external consensus for source task 95bd08d2-84db-4a59-9dcb-25d5389c9b22 at 2022-06-05T194849,True,95bd08d2-84db-4a59-9dcb-25d5389c9b22,125a33e4-6bf8-4255-84bc-3c2150b7d7ac,Evidence2022_01_27,832f0f48,0,832f0f48-2574-49e2-8db2-2fa03ed6776e,"{""tua_uuid"": ""e31d9873-ad0b-4f46-a52a-c476abcd64c4"", ""answer_text_list"": [""4: Neither easy nor difficult""], ""agreement_score"": 0.8275141625603565}",0,0,0,
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/breitbart/GlobalBacklashForcesChineseCityTo.txt,530712343,GlobalBacklashForcesChineseCityTo.txt,b155609c33b8e7839719d972b360958982e9da2c1f051ad21c2bf23311de8ea0,4154,2c1312c7-1810-4801-bcd3-8b7c20fc02ba,DDI_Dekai_Evidence.IAA,1972b077-5062-4b2e-be99-3dec1c0f0a97,Requested external consensus for source task 95bd08d2-84db-4a59-9dcb-25d5389c9b22 at 2022-06-05T194849,True,95bd08d2-84db-4a59-9dcb-25d5389c9b22,e17c4fb8-b93b-402d-bec0-a026e4f18468,Evidence2022_01_27,83782ccc,0,83782ccc-531f-4512-911d-c9ab97aabca5,"{""tua_uuid"": ""e31d9873-ad0b-4f46-a52a-c476abcd64c4"", ""answer_text_list"": [""Somewhat less likely""], ""agreement_score"": 0.7382649742085639}",0,0,0,
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/breitbart/GlobalBacklashForcesChineseCityTo.txt,530712343,GlobalBacklashForcesChineseCityTo.txt,b155609c33b8e7839719d972b360958982e9da2c1f051ad21c2bf23311de8ea0,4154,2c1312c7-1810-4801-bcd3-8b7c20fc02ba,DDI_Dekai_Evidence.IAA,1972b077-5062-4b2e-be99-3dec1c0f0a97,Requested external consensus for source task 95bd08d2-84db-4a59-9dcb-25d5389c9b22 at 2022-06-05T194849,True,95bd08d2-84db-4a59-9dcb-25d5389c9b22,9f45d1f5-26d1-4953-af65-e8589292dca6,Evidence2022_01_27,88db645b,0,88db645b-1ad6-4ec3-b0aa-afaeb6cd59c0,"{""tua_uuid"": ""e31d9873-ad0b-4f46-a52a-c476abcd64c4"", ""answer_text_list"": [""No, not at all""], ""agreement_score"": 0.8112611152655912}",0,0,0,
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/breitbart/GlobalBacklashForcesChineseCityTo.txt,530712343,GlobalBacklashForcesChineseCityTo.txt,b155609c33b8e7839719d972b360958982e9da2c1f051ad21c2bf23311de8ea0,4154,2c1312c7-1810-4801-bcd3-8b7c20fc02ba,DDI_Dekai_Evidence.IAA,1972b077-5062-4b2e-be99-3dec1c0f0a97,Requested external consensus for source task 95bd08d2-84db-4a59-9dcb-25d5389c9b22 at 2022-06-05T194849,True,95bd08d2-84db-4a59-9dcb-25d5389c9b22,06c1eac3-c667-46a5-a883-243698dc5017,Evidence2022_01_27,99ca9ff9,0,99ca9ff9-2069-4b36-8503-4d3eae90eee9,"{""tua_uuid"": ""e31d9873-ad0b-4f46-a52a-c476abcd64c4"", ""answer_text_list"": [""4: Somewhat confident""], ""agreement_score"": 0.8905739381269024}",0,0,0,
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/breitbart/GlobalBacklashForcesChineseCityTo.txt,530712343,GlobalBacklashForcesChineseCityTo.txt,b155609c33b8e7839719d972b360958982e9da2c1f051ad21c2bf23311de8ea0,4154,2c1312c7-1810-4801-bcd3-8b7c20fc02ba,DDI_Dekai_Evidence.IAA,1972b077-5062-4b2e-be99-3dec1c0f0a97,Requested external consensus for source task 95bd08d2-84db-4a59-9dcb-25d5389c9b22 at 2022-06-05T194849,True,95bd08d2-84db-4a59-9dcb-25d5389c9b22,1139bb81-680b-4ad2-ae24-4ad400868ebd,Evidence2022_01_27,e931704e,0,e931704e-e7f4-4545-8316-31a4b09bffd9,"{""tua_uuid"": ""e31d9873-ad0b-4f46-a52a-c476abcd64c4"", ""answer_text_list"": [""No""], ""agreement_score"": 1.0}",0,0,0,
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/subset_of_goodly_articles/HowWorriedShouldCanadianParentsBe.txt,530712393,HowWorriedShouldCanadianParentsBe.txt,2df2b18c4bded93082d80da8ee09201a564d3167213c56af3a080412bb2a9435,6531,2c1312c7-1810-4801-bcd3-8b7c20fc02ba,DDI_Dekai_Evidence.IAA,7424071a-7514-4a65-9016-5a6907ff70b0,Requested external consensus for source task 3e0dbb27-163c-45e0-8162-71824a815cfb at 2022-06-05T194853,True,3e0dbb27-163c-45e0-8162-71824a815cfb,e624360b-00b1-438f-9bff-46efe212cfa3,Evidence2022_01_27,0f18dd39,0,0f18dd39-1bb4-4b0b-88a1-6861c6acfd89,"{""tua_uuid"": ""b57164b9-73a9-4aa1-ab0f-ed2e64f70e08"", ""answer_text_list"": [""Maybe"", ""Maybe""], ""agreement_score"": 0.792481250360578}",2,2088,2164,there is no link between the market and the first case of the virus in China
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/subset_of_goodly_articles/HowWorriedShouldCanadianParentsBe.txt,530712393,HowWorriedShouldCanadianParentsBe.txt,2df2b18c4bded93082d80da8ee09201a564d3167213c56af3a080412bb2a9435,6531,2c1312c7-1810-4801-bcd3-8b7c20fc02ba,DDI_Dekai_Evidence.IAA,7424071a-7514-4a65-9016-5a6907ff70b0,Requested external consensus for source task 3e0dbb27-163c-45e0-8162-71824a815cfb at 2022-06-05T194853,True,3e0dbb27-163c-45e0-8162-71824a815cfb,e624360b-00b1-438f-9bff-46efe212cfa3,Evidence2022_01_27,0f18dd39,0,0f18dd39-1bb4-4b0b-88a1-6861c6acfd89,"{""tua_uuid"": ""b57164b9-73a9-4aa1-ab0f-ed2e64f70e08"", ""answer_text_list"": [""Maybe"", ""Maybe""], ""agreement_score"": 0.792481250360578}",2,2233,2361,"a growing number of patients reportedly have not had exposure to animal markets, indicating person-to-person spread is occurring"
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/subset_of_goodly_articles/HowWorriedShouldCanadianParentsBe.txt,530712393,HowWorriedShouldCanadianParentsBe.txt,2df2b18c4bded93082d80da8ee09201a564d3167213c56af3a080412bb2a9435,6531,2c1312c7-1810-4801-bcd3-8b7c20fc02ba,DDI_Dekai_Evidence.IAA,7424071a-7514-4a65-9016-5a6907ff70b0,Requested external consensus for source task 3e0dbb27-163c-45e0-8162-71824a815cfb at 2022-06-05T194853,True,3e0dbb27-163c-45e0-8162-71824a815cfb,20862d55-e0b6-47a6-8e07-d302db9047de,Evidence2022_01_27,10131552,0,10131552-ed84-4b72-982b-7b378a38b217,"{""tua_uuid"": ""b57164b9-73a9-4aa1-ab0f-ed2e64f70e08"", ""answer_text_list"": [""Yes""], ""agreement_score"": 0.5714285714285714}",0,0,0,
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/subset_of_goodly_articles/HowWorriedShouldCanadianParentsBe.txt,530712393,HowWorriedShouldCanadianParentsBe.txt,2df2b18c4bded93082d80da8ee09201a564d3167213c56af3a080412bb2a9435,6531,2c1312c7-1810-4801-bcd3-8b7c20fc02ba,DDI_Dekai_Evidence.IAA,7424071a-7514-4a65-9016-5a6907ff70b0,Requested external consensus for source task 3e0dbb27-163c-45e0-8162-71824a815cfb at 2022-06-05T194853,True,3e0dbb27-163c-45e0-8162-71824a815cfb,f2153305-3fea-494a-bf40-02ceed11cccc,Evidence2022_01_27,17e99a89,0,17e99a89-f078-417d-8dad-88266a6c2741,"{""tua_uuid"": ""b57164b9-73a9-4aa1-ab0f-ed2e64f70e08"", ""answer_text_list"": [""Neither likely nor unlikely""], ""agreement_score"": 0.8648259251435817}",0,0,0,
