namespace,schema_sha256,quiz_task_uuid,task_url,tua_uuid,article_batch_name,article_number,article_filename,article_sha256,article_text_length,destination,task_redundancy,taskrun_count,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,topic_name,question_label,question_text,answer_label,answer_content,answer_uuid,submitted_tua_uuid,answer_text,case_number,highlight_count,start_pos,end_pos,target_text
Arguments2022_03_16,f9b12673861c5399888d0d8d8acf1ce7e0ce62ca4aa16f863aea37784b8f2221,ff4f4e57-dcba-4846-ba1f-29ee489b2179,https://pe.goodlylabs.org/project/DDI_Dekai_Arguments/task/8069,4c5c70da-81b9-4c14-bbe7-ecd59c5d6a04,DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/local news/AsianShovedFrom.txt,530712329,AsianShovedFrom.txt,5e0999e28ca99d64e16620f97078cb2d87ccc65b9182a0b7cbd87f33505a318d,1240,PYBOSSA,3,21,c7c2d563-c795-44b6-9881-109fa6540acc,6acf6f00-47d9-422f-914d-998660d4510c,2022-05-04 04:23:22.045336,2022-05-04 04:23:32.785399,10.740063,Argument relevance,T1.Q1,How important is the argument in bolded text to the overall article?,T1.Q1.A1,It is the main argument of the entire article,27d4e6d1-915c-4648-93e5-9cfd224c04f7,89da4197-d8c3-4bc5-8c1f-7e5a15a81865,It is the main argument of the entire article,0,0,0,0,
Arguments2022_03_16,f9b12673861c5399888d0d8d8acf1ce7e0ce62ca4aa16f863aea37784b8f2221,ff4f4e57-dcba-4846-ba1f-29ee489b2179,https://pe.goodlylabs.org/project/DDI_Dekai_Arguments/task/8069,4c5c70da-81b9-4c14-bbe7-ecd59c5d6a04,DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/local news/AsianShovedFrom.txt,530712329,AsianShovedFrom.txt,5e0999e28ca99d64e16620f97078cb2d87ccc65b9182a0b7cbd87f33505a318d,1240,PYBOSSA,3,21,7eb4f29b-86b5-4026-ab1b-f58231b74d35,061e588a-d17a-4d2c-9031-f04451f5bf26,2022-05-04 08:13:56.667237,2022-05-04 08:14:44.671375,48.004138,Argument relevance,T1.Q1,How important is the argument in bolded text to the overall article?,T1.Q1.A2,It is one of a few arguments the author wants the audience to appreciate,44da59ad-f456-4b17-90b7-fdf8c121685b,12822dde-2e6a-412e-97b4-ad9946cbe197,It is one of a few arguments the author wants the audience to appreciate,0,0,0,0,
Arguments2022_03_16,f9b12673861c5399888d0d8d8acf1ce7e0ce62ca4aa16f863aea37784b8f2221,ff4f4e57-dcba-4846-ba1f-29ee489b2179,https://pe.goodlylabs.org/project/DDI_Dekai_Arguments/task/8069,4c5c70da-81b9-4c14-bbe7-ecd59c5d6a04,DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/local news/AsianShovedFrom.txt,530712329,AsianShovedFrom.txt,5e0999e28ca99d64e16620f97078cb2d87ccc65b9182a0b7cbd87f33505a318d,1240,PYBOSSA,3,21,1e501cef-0c48-4bed-8857-3e32f0e2d3b8,bfb27782-f723-45ef-95f2-0873a19ef27b,2022-05-04 12:59:16.660896,2022-05-04 13:29:49.841420,1833.180524,Argument relevance,T1.Q1,How important is the argument in bolded text to the overall article?,T1.Q1.A2,It is one of a few arguments the author wants the audience to appreciate,44da59ad-f456-4b17-90b7-fdf8c121685b,53d0536c-3b3e-423b-8228-5328d2b1ffde,It is one of a few arguments the author wants the audience to appreciate,0,0,0,0,
Arguments2022_03_16,f9b12673861c5399888d0d8d8acf1ce7e0ce62ca4aa16f863aea37784b8f2221,ff4f4e57-dcba-4846-ba1f-29ee489b2179,https://pe.goodlylabs.org/project/DDI_Dekai_Arguments/task/8069,4c5c70da-81b9-4c14-bbe7-ecd59c5d6a04,DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/local news/AsianShovedFrom.txt,530712329,AsianShovedFrom.txt,5e0999e28ca99d64e16620f97078cb2d87ccc65b9182a0b7cbd87f33505a318d,1240,PYBOSSA,3,21,f3c79d83-8451-413a-9c51-1c0418b48b91,4777ebce-20ee-4e60-8909-799d4c1c83a9,2022-05-10 03:29:06.134062,2022-05-10 04:06:27.532902,2241.39884,Argument relevance,T1.Q1,How important is the argument in bolded text to the overall article?,T1.Q1.A2,It is one of a few arguments the author wants the audience to appreciate,44da59ad-f456-4b17-90b7-fdf8c121685b,0c618c26-982b-45af-817a-85cc6a3c670a,It is one of a few arguments the author wants the audience to appreciate,0,0,0,0,
Arguments2022_03_16,f9b12673861c5399888d0d8d8acf1ce7e0ce62ca4aa16f863aea37784b8f2221,ff4f4e57-dcba-4846-ba1f-29ee489b2179,https://pe.goodlylabs.org/project/DDI_Dekai_Arguments/task/8069,4c5c70da-81b9-4c14-bbe7-ecd59c5d6a04,DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/local news/AsianShovedFrom.txt,530712329,AsianShovedFrom.txt,5e0999e28ca99d64e16620f97078cb2d87ccc65b9182a0b7cbd87f33505a318d,1240,PYBOSSA,3,21,558f592b-a863-40db-b7f1-e996548decc1,66bcad98-c6b3-45a1-9c42-0dae1b6c567b,2022-11-01 06:56:10.480300,2022-11-01 06:57:18.988624,68.508324,Argument relevance,T1.Q1,How important is the argument in bolded text to the overall article?,T1.Q1.A2,It is one of a few arguments the author wants the audience to appreciate,44da59ad-f456-4b17-90b7-fdf8c121685b,1c38b867-3b0f-4d89-91a5-c568d77a4e09,It is one of a few arguments the author wants the audience to appreciate,0,0,0,0,
Arguments2022_03_16,f9b12673861c5399888d0d8d8acf1ce7e0ce62ca4aa16f863aea37784b8f2221,ff4f4e57-dcba-4846-ba1f-29ee489b2179,https://pe.goodlylabs.org/project/DDI_Dekai_Arguments/task/8069,4c5c70da-81b9-4c14-bbe7-ecd59c5d6a04,DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/local news/AsianShovedFrom.txt,530712329,AsianShovedFrom.txt,5e0999e28ca99d64e16620f97078cb2d87ccc65b9182a0b7cbd87f33505a318d,1240,PYBOSSA,3,21,70eece90-7435-4d78-8a00-bffec7a2db04,930a1ed3-def0-46dd-970a-895485775e0b,2022-11-02 05:50:42.103541,2022-11-02 05:55:30.877649,288.774108,Argument relevance,T1.Q1,How important is the argument in bolded text to the overall article?,T1.Q1.A1,It is the main argument of the entire article,27d4e6d1-915c-4648-93e5-9cfd224c04f7,fb0e7b91-a0f1-4ca5-a714-ca9b66791375,It is the main argument of the entire article,0,0,0,0,
Arguments2022_03_16,f9b12673861c5399888d0d8d8acf1ce7e0ce62ca4aa16f863aea37784b8f2221,ff4f4e57-dcba-4846-ba1f-29ee489b2179,https://pe.goodlylabs.org/project/DDI_Dekai_Arguments/task/8069,4c5c70da-81b9-4c14-bbe7-ecd59c5d6a04,DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/local news/AsianShovedFrom.txt,530712329,AsianShovedFrom.txt,5e0999e28ca99d64e16620f97078cb2d87ccc65b9182a0b7cbd87f33505a318d,1240,PYBOSSA,3,21,24b33397-d630-4636-8b4f-2039a80f7773,11d02027-5f30-4dd6-b164-737ad77225df,2022-11-06 18:25:24.756909,2022-11-06 18:26:25.930193,61.173284,Argument relevance,T1.Q1,How important is the argument in bolded text to the overall article?,T1.Q1.A5,It is an argument that is effectively and intentionally contradicted by the main argument/s of the article,ec288d40-8bb1-42f6-bc9e-e642f9c50479,34ae7db0-c98a-45e3-aaab-f1dc1e2cfc82,It is an argument that is effectively and intentionally contradicted by the main argument/s of the article,0,0,0,0,
Arguments2022_03_16,f9b12673861c5399888d0d8d8acf1ce7e0ce62ca4aa16f863aea37784b8f2221,ff4f4e57-dcba-4846-ba1f-29ee489b2179,https://pe.goodlylabs.org/project/DDI_Dekai_Arguments/task/8069,4c5c70da-81b9-4c14-bbe7-ecd59c5d6a04,DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/local news/AsianShovedFrom.txt,530712329,AsianShovedFrom.txt,5e0999e28ca99d64e16620f97078cb2d87ccc65b9182a0b7cbd87f33505a318d,1240,PYBOSSA,3,21,91b33f6c-8d01-4367-a657-4bdea6041c8a,a597d658-5aa3-4fb3-af11-8a002ce14b67,2022-11-11 01:30:49.899331,2022-11-11 01:31:32.144321,42.24499,Argument relevance,T1.Q1,How important is the argument in bolded text to the overall article?,T1.Q1.A1,It is the main argument of the entire article,27d4e6d1-915c-4648-93e5-9cfd224c04f7,1a3ce2ea-71d7-4f77-aa88-821c8c49da03,It is the main argument of the entire article,0,0,0,0,
Arguments2022_03_16,f9b12673861c5399888d0d8d8acf1ce7e0ce62ca4aa16f863aea37784b8f2221,ff4f4e57-dcba-4846-ba1f-29ee489b2179,https://pe.goodlylabs.org/project/DDI_Dekai_Arguments/task/8069,4c5c70da-81b9-4c14-bbe7-ecd59c5d6a04,DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/local news/AsianShovedFrom.txt,530712329,AsianShovedFrom.txt,5e0999e28ca99d64e16620f97078cb2d87ccc65b9182a0b7cbd87f33505a318d,1240,PYBOSSA,3,21,83bfd7e1-863c-49ba-842c-7c28258cedbb,a244865e-7914-4c19-a6bf-981bb602a154,2022-11-19 14:02:02.952306,2022-11-19 14:04:51.790626,168.83832,Argument relevance,T1.Q1,How important is the argument in bolded text to the overall article?,T1.Q1.A4,It is an argument that is irrelevant to the main argument/s of the article,f889250c-984c-4bfe-b904-fb80736923a7,8ca99be7-c1cb-47d8-8c69-ab1a1ec45b70,It is an argument that is irrelevant to the main argument/s of the article,0,0,0,0,
Arguments2022_03_16,f9b12673861c5399888d0d8d8acf1ce7e0ce62ca4aa16f863aea37784b8f2221,ff4f4e57-dcba-4846-ba1f-29ee489b2179,https://pe.goodlylabs.org/project/DDI_Dekai_Arguments/task/8069,4c5c70da-81b9-4c14-bbe7-ecd59c5d6a04,DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/local news/AsianShovedFrom.txt,530712329,AsianShovedFrom.txt,5e0999e28ca99d64e16620f97078cb2d87ccc65b9182a0b7cbd87f33505a318d,1240,PYBOSSA,3,21,58da90c6-66f9-4327-b5eb-6f4493b4ca14,de8f7241-43a7-4c93-9bfd-e063e406c14b,2022-11-21 01:58:12.190521,2022-11-21 02:00:46.845836,154.655315,Argument relevance,T1.Q1,How important is the argument in bolded text to the overall article?,T1.Q1.A1,It is the main argument of the entire article,27d4e6d1-915c-4648-93e5-9cfd224c04f7,8e217b1a-5f58-4260-98dc-e4d4ed34fd87,It is the main argument of the entire article,0,0,0,0,
