namespace,schema_sha256,quiz_task_uuid,task_url,tua_uuid,article_batch_name,article_number,article_filename,article_sha256,article_text_length,destination,task_redundancy,taskrun_count,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,topic_name,question_label,question_text,answer_label,answer_content,answer_uuid,submitted_tua_uuid,answer_text,case_number,highlight_count,start_pos,end_pos,target_text
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,2bd1457a-fce6-42cd-9f1a-1423881e8867,https://pe.goodlylabs.org/project/TrainingTask_Probability/task/8456,ec27892f-9edb-4ffe-bb88-e8f6045c501c,CovidArticles/2005CIAReportOnCoronavirus_GS2022_06_22.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,999,12,5d9f16b0-b658-4e21-82e4-9f8a83a0d138,1051a104-2f6c-45f4-a74a-50755fc8e291,2022-07-04 16:51:03.059822,2022-07-04 17:00:09.454297,546.394475,Probability Specialist,T1.Q1,Does the text make any claims with great confidence? Highlight the relevant part.,T1.Q1.A3,No,93f9e87c-fc74-48b2-9f74-523a705c0f2d,e83866f6-79e6-4669-bd15-af4b52f60921,No,0,0,0,0,
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,2bd1457a-fce6-42cd-9f1a-1423881e8867,https://pe.goodlylabs.org/project/TrainingTask_Probability/task/8456,ec27892f-9edb-4ffe-bb88-e8f6045c501c,CovidArticles/2005CIAReportOnCoronavirus_GS2022_06_22.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,999,12,5d9f16b0-b658-4e21-82e4-9f8a83a0d138,1051a104-2f6c-45f4-a74a-50755fc8e291,2022-07-04 16:51:03.059822,2022-07-04 17:00:09.454297,546.394475,Probability Specialist,T1.Q5,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",T1.Q5.A1,"Yes, explicitly",3adf818c-86cd-457b-8a4e-3d737aa3a659,430221a0-38e6-4dc4-86c6-b49be877414a,"Yes, explicitly",1,1,1377,1512,"but other pathogens, such as the severe acute respiratory syndrome coronavirus and some influenza strains will have the same properties"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,2bd1457a-fce6-42cd-9f1a-1423881e8867,https://pe.goodlylabs.org/project/TrainingTask_Probability/task/8456,ec27892f-9edb-4ffe-bb88-e8f6045c501c,CovidArticles/2005CIAReportOnCoronavirus_GS2022_06_22.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,999,12,5d9f16b0-b658-4e21-82e4-9f8a83a0d138,1051a104-2f6c-45f4-a74a-50755fc8e291,2022-07-04 16:51:03.059822,2022-07-04 17:00:09.454297,546.394475,Probability Specialist,T1.Q6,Are any numbers given?,T1.Q6.A1,No,9641a3b1-9b19-46f9-b1f7-80b79bf5d6a1,2a10901c-e091-49a8-85c9-c1f094271f05,No,0,0,0,0,
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,2bd1457a-fce6-42cd-9f1a-1423881e8867,https://pe.goodlylabs.org/project/TrainingTask_Probability/task/8456,ec27892f-9edb-4ffe-bb88-e8f6045c501c,CovidArticles/2005CIAReportOnCoronavirus_GS2022_06_22.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,999,12,5d9f16b0-b658-4e21-82e4-9f8a83a0d138,1051a104-2f6c-45f4-a74a-50755fc8e291,2022-07-04 16:51:03.059822,2022-07-04 17:00:09.454297,546.394475,Probability Specialist,T1.Q11,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,T1.Q11.A3,I can't tell,80a9713a-14d3-47ed-9b92-f90853e73f60,3508401f-282d-4ff2-9b14-24b164e20109,I can't tell,0,0,0,0,
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,2bd1457a-fce6-42cd-9f1a-1423881e8867,https://pe.goodlylabs.org/project/TrainingTask_Probability/task/8456,ec27892f-9edb-4ffe-bb88-e8f6045c501c,CovidArticles/2005CIAReportOnCoronavirus_GS2022_06_22.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,999,12,5d9f16b0-b658-4e21-82e4-9f8a83a0d138,1051a104-2f6c-45f4-a74a-50755fc8e291,2022-07-04 16:51:03.059822,2022-07-04 17:00:09.454297,546.394475,Probability Specialist,T1.Q13,"How difficult was this task for you, on the whole?",T1.Q13.A3,3,4b1bcfd1-d43c-4de7-af2c-3840c55330f3,ee1164b5-9158-4f07-a3d5-72eb633ee182,3,0,0,0,0,
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,2bd1457a-fce6-42cd-9f1a-1423881e8867,https://pe.goodlylabs.org/project/TrainingTask_Probability/task/8456,ec27892f-9edb-4ffe-bb88-e8f6045c501c,CovidArticles/2005CIAReportOnCoronavirus_GS2022_06_22.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,999,12,5d9f16b0-b658-4e21-82e4-9f8a83a0d138,1051a104-2f6c-45f4-a74a-50755fc8e291,2022-07-04 16:51:03.059822,2022-07-04 17:00:09.454297,546.394475,Probability Specialist,T1.Q14,"How confident are you about your answers, on the whole?",T1.Q14.A9,9,479fc9ac-bf76-4c42-84bd-a627516a5fdf,04310255-3c73-4338-9a0b-afce4377ae1d,9,0,0,0,0,
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,2bd1457a-fce6-42cd-9f1a-1423881e8867,https://pe.goodlylabs.org/project/TrainingTask_Probability/task/8456,ec27892f-9edb-4ffe-bb88-e8f6045c501c,CovidArticles/2005CIAReportOnCoronavirus_GS2022_06_22.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,999,12,819883ae-344e-4c4b-8599-bcfe2793a719,28f9d60b-687b-4e94-bcc7-c32351d43ddc,2022-07-05 10:37:24.297481,2022-07-05 10:39:00.089277,95.791796,Probability Specialist,T1.Q1,Does the text make any claims with great confidence? Highlight the relevant part.,T1.Q1.A3,No,93f9e87c-fc74-48b2-9f74-523a705c0f2d,22b41ece-6780-477e-ba08-2a270403e6da,No,0,0,0,0,
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,2bd1457a-fce6-42cd-9f1a-1423881e8867,https://pe.goodlylabs.org/project/TrainingTask_Probability/task/8456,ec27892f-9edb-4ffe-bb88-e8f6045c501c,CovidArticles/2005CIAReportOnCoronavirus_GS2022_06_22.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,999,12,819883ae-344e-4c4b-8599-bcfe2793a719,28f9d60b-687b-4e94-bcc7-c32351d43ddc,2022-07-05 10:37:24.297481,2022-07-05 10:39:00.089277,95.791796,Probability Specialist,T1.Q5,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",T1.Q5.A1,"Yes, explicitly",3adf818c-86cd-457b-8a4e-3d737aa3a659,2055236d-8ed0-4036-82be-8c05e02de080,"Yes, explicitly",1,1,1326,1332,likely
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,2bd1457a-fce6-42cd-9f1a-1423881e8867,https://pe.goodlylabs.org/project/TrainingTask_Probability/task/8456,ec27892f-9edb-4ffe-bb88-e8f6045c501c,CovidArticles/2005CIAReportOnCoronavirus_GS2022_06_22.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,999,12,819883ae-344e-4c4b-8599-bcfe2793a719,28f9d60b-687b-4e94-bcc7-c32351d43ddc,2022-07-05 10:37:24.297481,2022-07-05 10:39:00.089277,95.791796,Probability Specialist,T1.Q6,Are any numbers given?,T1.Q6.A1,No,9641a3b1-9b19-46f9-b1f7-80b79bf5d6a1,26bdbba1-31da-4539-b217-4e30aef81ef8,No,0,0,0,0,
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,2bd1457a-fce6-42cd-9f1a-1423881e8867,https://pe.goodlylabs.org/project/TrainingTask_Probability/task/8456,ec27892f-9edb-4ffe-bb88-e8f6045c501c,CovidArticles/2005CIAReportOnCoronavirus_GS2022_06_22.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,999,12,819883ae-344e-4c4b-8599-bcfe2793a719,28f9d60b-687b-4e94-bcc7-c32351d43ddc,2022-07-05 10:37:24.297481,2022-07-05 10:39:00.089277,95.791796,Probability Specialist,T1.Q11,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,T1.Q11.A3,I can't tell,80a9713a-14d3-47ed-9b92-f90853e73f60,8fc411a2-fb3b-433e-ae2a-bc7c05ded75a,I can't tell,0,0,0,0,
